ASV	14223c01_05c_eDNA	14223c01_07c_eDNA	14223c01_06c_eDNA	14223c01_10c_eDNA	14223c01_04c_eDNA	14223c01_09c_eDNA	14223c01_02c_eDNA	14223c01_01c_eDNA	14223c01_03c_eDNA	14223c01_12c_eDNA	14223c01_08c_eDNA	25424c01_12c_eDNA	25424c01_10c_eDNA	25424c01_09c_eDNA	25424c01_06c_eDNA	25424c01_03c_eDNA	25424c02_12c_eDNA	25424c02_10c_eDNA	25424c02_09c_eDNA	25424c02_06c_eDNA	25424c02_03c_eDNA	25424c03_12c_eDNA	25424c03_10c_eDNA	25424c03_09c_eDNA	25424c03_06c_eDNA	25424c03_03c_eDNA	22624c01_12c_eDNA	22624c01_10c_eDNA	22624c01_09c_eDNA	22624c01_06c_eDNA	22624c01_03c_eDNA	22624c02_12c_eDNA	22624c02_10c_eDNA	22624c02_09c_eDNA	22624c02_06c_eDNA	22624c02_03c_eDNA	22624c03_12c_eDNA	22624c03_10c_eDNA	22624c03_09c_eDNA	22624c03_06c_eDNA	22624c03_03c_eDNA	20524c02_12c_eDNA	20524c02_10c_eDNA	20524c02_09c_eDNA	20524c02_06c_eDNA	20524c02_03c_eDNA	20524c01_12c_eDNA	20524c01_10c_eDNA	20524c01_09c_eDNA	20524c01_06c_eDNA	20524c01_03c_eDNA	20524c03_12c_eDNA	20524c03_10c_eDNA	20524c03_09c_eDNA	20524c03_06c_eDNA	20524c03_03c_eDNA	17024c03_03c_eDNA	17024c03_06c_eDNA	17024c03_09c_eDNA	17024c03_10c_eDNA	17024c03_12c_eDNA	17024c02_03c_eDNA	17024c02_06c_eDNA	17024c02_09c_eDNA	17024c02_10c_eDNA	17024c02_12c_eDNA	17024c01_03c_eDNA	17024c01_06c_eDNA	17024c01_09c_eDNA	17024c01_10c_eDNA	17024c01_12c_eDNA	CN24F150mMV2_SC42	CN24F150mMV2_SC43	CN24F150mMV2_SC44	CN24F150mMV2_SC45	CN24F150mMV2_SC46	CN24F150mMV2_SC47	CN24F150mMV2_SC48	CN24F150mMV2_SC49	CN24F150mMV2_SC50	CN24F150mMV2_SC51	CN24F150mMV2_SC52	CN24F150mMV2_SC53	CN24F150mMV2_SC54	CN24F150mMV2_SC55	CN24F150mMV2_SC56	CN24F150mMV2_SC57	CN24F150mMV2_SC58	CN24F150mMV2_SC59	CN24F150mMV2_preblank	CN24F150mMV2_postblank	CN_MBTS_Dual_extraction_P1_DNA_EB	pcrblank1	pcrblank2	Art_Comm_FWAQ
ASV_23	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11	81	0	0	0	55	260	0	10	0	0	343	3	56	180	4	0	35	68	107	1093	258	166	482	489	2902	466	0	1	0	26	81	0	0	0	2	18	0	0	0	1	44	388	2687	2140	2843	4941	100	1654	1162	1646	488	1589	7009	1020	826	15	0	0	0	8	0	0	0	1	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_24	0	936	0	0	0	204	0	0	0	0	0	79	20	12	4	0	26	128	786	4835	0	25	0	2	3	3	0	62	0	1052	5	0	0	0	0	1461	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	18	0	265	2347	64	272	0	0	0	0	0	0	1077	707	208	35	441	3	91	428	67	129	1975	56	358	107	7	129	71	9	0	15777	0	0	0	0
ASV_25	10	34	22	578	4	369	2	3	4	336	65	22	3026	2833	138	135	119	322	682	289	56	439	1052	1016	108	109	62	187	342	310	85	34	66	105	336	31	124	216	227	189	65	60	225	448	465	335	32	171	555	218	52	18	37	62	1174	160	565	618	347	390	328	107	814	1278	1059	809	1939	1955	699	779	214	206	252	235	261	287	151	160	193	181	227	130	255	143	159	257	143	188	296	0	0	0	0	0	0
ASV_26	33	202	96	3	34	458	17	51	11	0	1085	0	0	2	243	92	0	0	0	668	155	0	2	0	210	39	0	704	543	4613	3596	0	0	0	240	92	0	0	0	153	152	0	6	71	539	1448	0	0	7	1890	1024	1	0	0	379	456	548	2101	0	0	0	117	401	29	27	5	1112	1497	49	13	0	458	492	408	573	574	307	400	351	409	424	212	509	369	452	499	393	380	414	0	0	0	0	0	0
ASV_27	0	59	15	2	7	401	1	33	1	2	627	0	104	399	1080	774	0	1	34	1592	1077	0	133	141	2203	1242	0	347	1704	1038	438	0	0	6	942	70	1	0	0	240	112	0	10	61	421	404	0	0	30	573	101	0	0	0	268	329	7	48	0	1	0	4	60	10	5	2	54	177	14	0	0	732	687	777	964	974	491	525	622	679	756	434	761	462	769	801	658	586	740	0	87	0	0	0	0
ASV_28	6	15	2	12	7	46	13	8	6	5	50	262	768	301	206	226	271	487	1170	228	178	166	444	1077	289	125	42	349	568	652	218	232	410	231	456	190	948	1188	1034	305	431	140	334	510	207	167	40	108	770	909	156	30	134	266	1120	652	8	55	1	13	18	18	50	6	4	1	21	28	4	13	2	268	282	299	499	409	193	225	264	232	367	277	432	243	245	332	292	354	323	0	587	0	0	0	0
ASV_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	60	0	1143	0	0	0	2608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	5	20391	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
ASV_30	1888	478	1	168	729	1	4243	1	220	72	206	463	131	120	7	1	620	137	312	3	1	150	347	75	29	11	54	1	0	11	4	732	214	152	4	4	1133	2228	2496	1	3	1	1	0	2	1	12	64	38	12	0	5	190	0	7	1	1	15	1279	1415	767	1	1	0	195	347	6	6	349	551	236	8	2	6	7	5	3	3	3	9	2	6	4	8	5	8	2	2	3	0	0	0	0	0	0
ASV_31	7	0	0	466	0	590	0	0	0	0	624	0	211	0	0	0	0	0	0	0	0	0	2	0	0	8802	0	0	0	0	0	0	1	0	1289	538	0	0	102	795	0	0	0	0	0	0	0	0	0	0	733	0	0	1	2	0	0	2	89	0	0	5	973	286	335	8	0	0	0	119	0	17	14	1414	15	396	737	327	10	16	30	22	1079	45	0	0	301	0	0	0	1	0	0	0	0
ASV_32	465	285	596	240	271	793	437	37	556	179	352	43	170	40	44	31	28	27	14	57	26	83	41	11	85	27	59	36	22	17	77	17	57	77	43	18	62	62	155	46	22	321	991	960	1445	857	115	194	476	477	40	45	127	54	412	57	292	1254	572	731	1014	95	255	54	228	201	663	575	510	1184	106	17	7	3	13	5	5	2	9	6	7	6	6	8	11	21	18	10	9	0	0	0	0	0	0
ASV_33	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	8108	3	1	1	23	3	0	0	7	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	2338	0	0	13	0	2	0	1	0	0	0	0	0	0	3	8	0	0	0	18	20	14	30	26	6	23	24	44	91	47	30	9114	0	2	0	1	0	0	0	0	0	0	0
ASV_34	0	0	0	0	0	0	6	0	0	83	0	221	1443	1207	0	0	4168	1593	669	0	0	7277	2	0	140	17	35	0	0	259	0	0	68	0	0	0	322	149	15	0	0	63	264	0	0	0	253	6	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	262	287	4	4	4	1	2	6	6	5	3	4	0	5	4	3	4	0	5	4	0	0	0	0	0	0
ASV_35	34	165	107	0	14	22	2	12	1	0	144	0	0	0	178	262	0	0	0	190	588	0	16	0	218	256	0	91	177	1211	575	0	0	0	112	623	0	0	0	53	542	0	10	32	405	653	0	0	5	2004	1830	0	0	0	206	1922	43	242	0	0	0	93	400	17	10	0	279	621	5	3	0	247	225	218	215	234	121	132	190	169	182	70	174	72	204	190	147	107	103	0	174	0	0	0	0
ASV_36	327	901	487	0	182	134	242	135	245	0	271	0	0	0	168	285	0	0	0	176	934	0	35	0	185	749	0	82	25	887	553	0	0	0	29	487	0	0	0	39	1129	0	0	0	47	253	0	0	0	244	229	0	0	0	29	635	706	136	0	0	0	372	646	2	0	0	479	548	0	1	0	249	283	229	272	315	161	223	300	212	221	154	287	167	208	276	231	302	425	0	0	0	0	0	0
ASV_37	2	0	4	68	0	18	0	0	8	29	0	44	43	3	30	78	61	145	99	19	14	205	118	59	22	25	490	585	93	13	18	500	845	883	30	1	2318	2252	2074	27	46	420	286	131	37	52	231	473	172	0	0	202	903	548	14	12	4	16	221	325	390	2	9	98	124	138	183	28	24	60	70	79	31	34	38	60	28	25	42	34	55	39	37	44	8	75	49	47	45	0	0	0	0	0	0
ASV_38	10	51	34	34	9	61	0	0	5	26	34	217	213	114	126	143	500	1136	678	131	76	127	275	660	126	30	118	370	262	165	97	41	114	171	120	21	126	172	168	32	37	544	643	346	125	176	99	254	221	78	45	116	170	343	116	69	14	56	92	142	128	21	56	188	110	222	207	227	163	240	261	238	255	199	314	266	201	173	237	224	295	112	277	222	233	328	300	221	310	0	0	0	0	0	0
ASV_39	10	28	21	0	20	370	10	12	20	1	141	0	169	287	193	168	1	6	98	359	47	2	37	149	116	32	4	112	66	132	124	4	7	4	14	17	2	3	2	7	0	0	54	96	211	234	3	12	162	158	63	0	2	19	52	138	3	32	12	8	9	7	48	27	22	24	177	297	177	206	0	620	781	726	772	851	427	567	604	644	1252	269	564	375	501	556	430	424	989	0	54	0	0	0	0
ASV_40	11	82	24	4	2	179	4	4	8	1	102	2	56	76	276	548	23	29	101	166	197	39	54	213	121	63	35	493	582	519	625	11	23	53	215	13	18	21	14	82	6	18	39	159	209	645	13	73	176	101	121	12	24	84	118	97	3	115	17	32	23	3	169	63	48	36	543	633	62	63	0	370	378	347	542	456	282	387	408	288	450	260	469	328	421	505	367	440	402	0	0	0	0	0	0
ASV_41	0	6	0	63	0	2	0	14	3	75	0	0	602	2834	0	456	42	247	632	0	8	83	304	1200	3	6	14	216	194	1	11	19	83	84	0	0	0	349	320	917	0	0	30	0	0	0	5	302	1137	7	0	0	264	313	0	0	0	0	195	122	0	2	1045	256	68	54	0	2	197	299	0	2063	22	10	5	3	5	6	19	7	18	2	5	0	0	0	3	176	5	0	226	0	0	0	0
ASV_42	0	5	1	63	0	0	0	0	0	33	0	683	20	3	0	7	89	34	11	3	0	154	26	6	7	0	87	63	0	1	1	48	77	150	9	1	89	101	86	6	23	2451	783	137	11	15	972	1775	342	8	3	715	3894	1908	3	6	1	0	57	48	82	0	5	15	29	101	2	0	6	10	153	11	6	16	14	17	6	6	4	6	8	10	9	9	0	8	0	10	9	0	0	0	0	0	0
ASV_43	0	1	2	35	0	5	0	0	0	21	2	1	2	4	16	15	0	2	0	16	21	14	4	15	4	20	301	375	175	191	51	364	807	507	349	28	438	423	374	352	84	84	222	349	331	328	153	393	400	319	110	25	63	129	595	452	18	289	925	1131	1696	2	226	319	515	377	34	160	239	297	0	0	0	2	0	0	1	0	2	5	0	0	2	3	2	0	0	0	1	0	0	0	0	0	0
ASV_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	0	0	0	7	110	0	7	3	82	73	2	15	33	0	0	7	7	45	2526	267	1	3	3	9239	452	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1	0	0	0	0	0	0	101	72	64	114	89	46	66	106	75	79	83	130	82	98	108	71	74	117	0	0	0	0	0	0
ASV_45	3	4	1	23	9	3	33	3	18	6	0	191	20	6	83	249	644	237	144	13	6	168	33	31	21	0	61	132	32	19	55	21	32	77	4	2	26	37	48	5	2	303	295	168	30	68	142	166	55	0	0	234	888	1084	2	7	0	18	83	145	211	4	7	57	54	75	73	29	8	12	268	413	404	398	487	414	297	263	398	389	494	266	462	319	345	478	379	447	495	0	0	0	0	0	0
ASV_46	45	40	60	260	0	85	2	3	0	209	12	23	1667	382	383	12	212	218	389	2	0	208	163	57	72	2	13	137	0	4	6	0	29	59	0	17	18	91	178	8	40	281	699	1343	57	31	49	464	296	24	15	6	671	237	12	0	21	0	680	448	644	1	1	154	307	436	0	6	773	480	29	73	233	2	0	4	8	118	2	111	10	0	128	0	45	53	41	2	0	0	14	0	0	0	0
ASV_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14030	0
ASV_48	0	0	0	26	0	3	0	0	0	16	0	0	6	1	7	5	0	0	0	7	0	1	5	2	19	1	785	1663	686	56	55	286	454	1530	132	27	13	156	166	44	81	501	459	163	2	7	444	758	315	0	0	274	2618	1642	2	4	2	2	38	57	84	0	3	41	63	157	0	13	5	40	41	0	1	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_49	0	0	2	19	0	2	0	0	0	14	0	176	36	5	1	20	69	155	71	0	8	72	79	67	27	10	1371	1528	370	32	29	258	1080	876	95	29	637	1189	1317	26	20	431	411	161	19	30	645	976	321	9	4	166	253	366	35	2	0	0	44	71	31	0	0	19	7	17	8	4	3	20	7	16	9	16	24	18	17	9	11	5	10	4	14	7	4	26	15	11	4	0	0	0	0	0	0
ASV_50	0	0	0	0	0	0	0	0	0	0	0	33	307	103	0	3	38	617	940	0	0	100	701	1288	3	6	2	0	0	3	16	17	467	172	0	0	134	2094	2450	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	273	267	551	37	365	23	138	412	19	236	121	27	527	232	486	232	224	263	0	0	0	0	0	0
ASV_51	155	469	324	0	92	64	152	22	118	0	205	0	11	53	376	284	0	2	3	527	245	2	31	21	291	44	34	268	349	420	204	6	21	49	177	50	8	10	16	97	65	3	25	67	119	333	3	17	31	198	108	3	7	45	295	121	12	143	20	18	21	42	93	24	38	6	351	228	16	7	3	267	269	335	412	358	206	334	326	326	371	233	438	332	321	448	382	382	495	0	0	0	0	0	0
ASV_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	13760	2
ASV_53	0	0	0	0	0	0	0	0	0	0	0	289	1598	0	0	0	120	683	1799	0	0	220	0	0	12	5	23	0	0	11	0	50	329	606	0	0	192	1635	2273	0	0	913	812	0	0	0	22	686	301	0	0	0	81	937	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0
ASV_54	5	5	0	0	6	3	7	0	0	3	4	346	0	0	5	9	135	1	0	0	4	327	8	3	11	9	318	4	2	18	0	537	212	229	7	13	746	37	38	6	27	1117	39	9	6	19	2807	32	6	4	0	4273	917	104	1	37	8	6	15	36	84	0	1	8	10	280	2	5	4	14	267	6	4	18	25	14	8	4	12	14	20	7	7	19	6	9	8	10	7	0	0	0	0	0	0
ASV_55	28	69	41	122	11	167	16	9	4	76	108	66	208	180	200	163	76	132	206	218	105	45	146	181	247	76	147	355	104	155	129	98	268	216	193	54	94	298	236	147	122	146	150	199	303	137	37	114	254	211	50	49	28	101	216	136	73	109	123	168	128	21	52	190	137	407	211	187	243	299	525	138	139	149	178	163	105	100	113	115	127	58	191	145	148	172	132	131	137	0	0	0	0	0	0
ASV_56	53	1253	4199	0	11	25	127	101	100	3	0	0	0	0	0	5	0	3	73	225	146	0	0	0	26	5	3	10	69	407	1	0	0	0	7	19	2	0	0	0	20	0	0	0	0	0	5	8	98	3641	2108	0	2	3	35	49	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0
ASV_57	0	0	0	0	0	0	0	0	0	460	339	46	539	0	0	3	0	0	1	5241	0	0	3	0	1271	0	0	56	0	0	1	42	0	189	0	0	0	0	264	2	163	0	0	1785	0	0	0	0	9	0	482	0	300	0	0	0	0	0	0	0	0	3	7	68	294	0	0	0	1236	0	0	0	7	2	10	7	5	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0
ASV_58	0	337	408	66	0	0	0	0	0	84	0	0	0	0	0	0	5	167	71	0	0	4	0	0	0	134	0	0	0	0	0	0	28	10	0	0	0	55	34	0	0	40	0	0	0	732	0	47	0	0	0	0	23	7	132	41	0	1775	45	21	88	1030	3298	0	33	0	698	3170	0	23	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_59	1	9	4	41	0	38	5	1	1	16	40	253	23	43	26	15	200	31	21	7	2	354	50	60	11	10	119	23	0	33	4	118	43	79	43	3	174	73	111	10	4	39	36	9	49	8	48	11	8	8	2	76	8	9	18	7	8	5	31	25	15	9	2	12	20	205	17	10	36	110	174	636	544	572	769	626	407	404	415	506	548	250	609	438	509	519	460	577	553	0	206	0	0	0	0
ASV_60	0	1	0	3	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12269	0	0
ASV_61	0	0	0	0	0	204	0	0	0	0	0	0	0	842	161	0	0	0	0	874	55	0	0	290	0	0	0	21	239	0	0	0	111	44	0	0	0	43	116	214	0	0	0	136	0	0	0	0	0	4730	0	0	0	0	2	0	0	345	0	0	0	0	1	300	134	0	0	453	101	178	0	4	2	3	2	9	0	2	9	133	3	0	1	0	28	0	3	4	2305	0	0	0	0	0	0
ASV_62	0	4	0	0	0	0	0	0	0	0	0	31	1	0	5	15	14	16	6	0	0	36	16	3	1	0	1911	2182	683	37	37	117	906	1518	106	22	476	499	624	29	15	228	199	112	2	4	63	47	31	0	0	113	501	296	1	2	0	0	0	6	3	0	0	3	8	21	0	1	0	1	1	43	37	54	54	68	45	50	38	52	57	45	66	49	55	97	43	77	72	0	0	0	0	0	0
ASV_63	556	184	163	0	1262	6	3713	2872	2386	0	17	0	0	0	0	4	0	0	0	0	0	0	2	10	0	0	0	0	4	9	17	0	0	0	4	6	0	0	0	3	45	0	0	0	0	11	0	0	3	1	13	0	0	0	1	15	147	88	0	0	0	240	9	0	0	0	61	21	0	0	0	6	2	2	0	4	1	2	9	2	6	0	2	3	4	2	3	4	7	0	0	0	0	0	0
ASV_64	0	0	0	0	0	0	0	0	0	0	0	0	0	6	222	310	0	0	0	220	64	7	4	9	8	17	0	6	37	7	5	0	0	0	12	0	0	0	0	5	0	2	4	5	31	108	0	0	0	13	11	1	0	0	302	1	2	18	0	0	0	0	72	2	1	0	16	46	2	2	0	443	567	908	685	568	353	444	465	453	566	380	537	481	527	739	545	564	749	0	0	0	0	0	0
ASV_65	0	0	0	0	0	0	0	0	0	0	0	165	257	0	0	0	391	1	59	2	0	477	187	1	19	0	15	0	0	23	1	9	58	20	0	0	41	261	540	0	0	261	287	363	0	2	189	172	1	0	0	29	283	0	1	0	0	0	364	927	2316	0	0	59	510	413	0	1	368	2336	128	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_66	0	0	0	263	0	70	0	0	0	143	9	4	127	463	818	1	6	89	195	219	0	9	89	347	0	293	10	14	141	0	1	8	12	14	400	0	0	62	51	0	0	0	69	231	692	0	0	44	86	0	0	0	23	0	39	0	0	0	17	13	2	0	220	175	165	66	0	0	248	119	16	331	364	300	2	28	239	159	160	375	191	498	1	200	0	63	0	177	34	0	2329	0	0	0	0
ASV_67	15	5	5	0	12	0	3	4	7	0	0	0	0	0	7	2389	0	0	0	0	4	0	0	0	0	0	0	19	2	1	6086	0	0	0	0	0	0	0	0	0	0	0	0	1	1	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1098	43	0	0	0	43	57	61	78	89	61	55	63	72	91	70	82	90	90	104	68	86	132	0	74	0	0	0	0
ASV_68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11374	0	0	0
ASV_69	0	0	0	1	0	0	0	0	0	0	0	38	31	31	10	3	26	92	89	1	0	76	139	80	5	0	1760	2238	429	9	37	356	1400	2153	4	8	311	382	436	0	2	23	14	13	3	2	34	47	20	0	0	11	8	21	0	0	0	0	112	112	179	0	6	59	87	65	2	3	30	80	46	5	9	2	3	4	1	0	2	7	5	2	6	2	4	9	6	3	11	0	0	0	0	0	0
ASV_70	389	606	321	10	177	5	36	63	120	0	6	0	2	33	252	55	0	0	4	535	106	22	3520	163	342	1074	0	15	79	4	60	0	27	13	229	14	0	0	0	94	199	0	0	10	19	3	0	0	0	23	17	0	0	45	42	198	464	233	1	0	0	330	514	20	8	0	8	220	16	1	0	11	12	17	18	21	21	28	15	4	26	8	19	18	10	19	27	32	32	0	0	0	0	0	0
ASV_71	0	0	0	59	0	8	0	0	0	23	7	0	4	21	0	0	0	0	1	1	0	20	27	3	0	0	0	0	14	4	1	33	70	16	37	0	97	67	103	15	0	3	1	2	0	3	8	2	8	0	0	0	2	3	0	0	11	41	2901	2205	3568	0	34	129	366	362	25	35	263	393	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
ASV_72	13	28	3	147	9	368	7	2	0	112	14	53	218	153	37	43	52	90	75	70	12	24	66	96	112	27	298	886	306	21	17	174	297	829	127	17	170	215	208	152	16	126	364	499	88	31	66	185	602	33	13	50	381	461	38	25	7	9	4	26	10	8	6	3	6	14	19	7	37	34	35	125	126	122	92	147	113	88	124	114	140	175	151	138	100	181	94	114	129	0	0	0	0	0	0
ASV_73	176	347	249	41	151	463	102	186	139	9	275	138	243	47	180	50	117	188	114	153	59	94	163	70	113	68	288	46	192	49	22	523	390	141	259	17	206	493	497	269	47	29	138	113	43	81	81	34	45	110	28	38	68	3	48	32	55	47	91	125	100	19	59	37	82	296	176	106	77	511	561	23	31	31	29	25	26	20	14	9	19	41	11	42	34	18	20	11	12	0	0	0	0	0	0
ASV_74	66	522	224	12	5	370	1	2	5	1	266	0	8	28	73	93	2	2	12	124	24	2	9	30	75	34	0	32	57	122	29	1	10	17	217	11	4	32	15	73	0	5	47	164	275	283	0	12	70	54	67	0	1	3	107	231	25	68	5	6	8	38	358	79	61	73	927	964	187	95	4	211	248	234	321	321	166	200	195	241	252	110	304	211	211	230	220	248	229	0	0	0	0	0	0
ASV_75	2	4	0	0	0	12	0	0	0	3	0	32	198	165	81	154	30	90	99	48	29	113	135	113	34	33	328	649	149	28	56	148	569	678	93	4	350	527	470	29	19	60	80	117	151	117	60	201	183	35	23	69	352	262	10	53	37	215	255	318	548	18	81	197	227	159	103	146	132	210	24	42	36	31	35	59	25	34	68	36	37	41	72	40	22	82	76	48	38	0	0	0	0	0	0
ASV_76	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	23	10575	0	0	0
ASV_77	0	0	0	188	0	21	0	0	0	57	0	0	1	0	2	6	0	2	7	48	52	365	494	120	77	91	87	216	335	513	33	81	170	170	2161	184	129	262	259	1392	244	132	117	43	25	34	229	297	167	1	0	78	92	184	0	7	0	17	38	25	51	0	3	129	259	127	0	3	11	26	3	11	45	25	69	31	7	20	21	25	39	13	39	32	36	28	32	30	30	0	0	0	0	0	0
ASV_78	0	1	0	236	0	173	0	0	0	85	2	215	255	292	255	104	81	256	213	206	19	103	302	295	158	4	115	278	158	24	37	44	113	165	45	0	108	188	150	10	0	211	271	329	205	202	104	318	419	6	13	57	128	301	25	5	0	5	15	33	29	0	22	48	29	74	64	93	38	53	45	109	131	143	180	170	92	124	122	129	148	102	175	119	186	168	118	146	180	0	0	0	0	0	0
ASV_79	0	0	0	0	0	8	1	0	1	0	0	0	119	257	172	65	0	2	31	97	3	1	24	98	15	10	0	11	8	4	0	0	8	5	11	4	6	6	8	2	0	2	10	32	66	36	0	5	46	0	0	0	3	0	2	0	2	9	4	3	0	1	0	16	21	13	14	13	41	118	0	525	610	672	703	769	393	484	524	479	617	236	420	333	460	444	368	270	269	0	56	0	0	0	0
ASV_80	0	0	0	14	0	0	0	0	0	9	0	64	417	0	557	0	908	79	103	3	0	601	0	0	41	819	0	0	0	28	0	1330	56	89	0	0	262	26	19	0	0	109	301	0	106	3	318	24	0	0	0	106	113	0	0	0	0	0	0	36	0	0	0	0	68	37	0	0	0	34	0	738	0	5	2	5	0	166	185	149	260	186	0	66	423	438	169	225	0	0	0	0	0	0	0
ASV_81	4	51	23	25	0	30	1	1	0	17	11	0	54	77	265	109	1	6	37	95	36	0	22	70	52	31	1	64	95	193	144	1	20	12	53	24	24	20	37	17	19	12	55	86	195	99	1	3	83	159	70	0	6	2	33	142	43	29	9	6	9	6	20	5	9	5	46	28	16	16	0	268	344	313	420	374	289	312	329	336	431	300	440	351	432	456	435	366	423	0	33	0	0	0	0
ASV_82	35	62	56	60	8	88	9	9	7	35	47	146	111	78	119	62	600	73	74	70	77	612	96	85	158	67	285	34	68	88	31	185	178	179	118	27	221	180	149	72	33	37	57	41	63	40	192	23	31	136	25	197	89	43	75	36	78	46	57	50	73	32	61	42	23	145	71	19	46	144	536	132	109	126	162	165	111	126	117	108	157	61	127	89	132	150	105	117	119	0	0	0	0	0	0
ASV_83	0	0	0	36	0	932	0	0	0	59	165	4	300	408	320	2	15	38	93	276	0	2	163	75	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	318	1049	1207	504	77	3	149	463	448	0	44	375	391	0	0	0	476	31	37	50	63	22	56	45	377	0	0	36	60	39	3	1	0	29	0	2	0	1	0	0	0	0	23	0	2	0	6	0	0	0	0	0	0	0
ASV_84	0	6	0	1	0	268	0	0	0	1	45	0	2	4	620	331	0	0	0	1147	86	0	18	8	885	51	0	133	142	555	270	0	0	0	159	11	0	0	2	35	4	3	6	23	226	245	0	0	5	211	110	0	0	0	203	170	3	33	0	0	1	0	93	5	8	0	123	174	5	0	0	151	160	133	197	211	119	153	148	160	208	94	195	126	161	143	136	142	172	0	0	0	0	0	0
ASV_85	0	6	0	6	0	117	0	0	0	0	11	0	65	61	185	194	0	16	0	437	72	0	26	149	1571	57	5	14	126	214	56	0	0	38	808	78	22	31	9	449	0	0	14	194	260	97	0	23	0	220	0	0	0	53	288	69	431	90	15	0	0	0	78	56	57	16	0	0	17	1	0	27	37	279	51	6	328	126	214	169	19	8	267	28	2	207	38	330	248	0	0	0	0	0	0
ASV_86	0	2	1	10	2	44	0	0	0	4	24	0	18	37	76	34	0	4	17	129	10	1	19	21	51	39	1	26	86	21	4	0	7	5	73	0	4	3	5	54	0	11	15	31	78	56	0	17	33	3	3	0	1	16	8	15	0	1	3	11	9	1	9	14	4	4	34	49	16	18	2	461	436	434	605	515	401	351	350	390	439	471	549	367	399	498	392	366	426	0	0	0	0	0	0
