#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_8126	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_8128	no_hit	unknown	Polycystinea	Nassellaria	Plagiacanthidae	g_	s_
ASV_8129	no_hit	Euglenozoa	unknown	Diplonemea	Hemistasiidae	g_	s_
ASV_8132	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_8135	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Syndiniaceae	g_	s_
ASV_8136	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_8146	Metazoa	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Euphausia	Euphausia pacifica
ASV_8147	Metazoa	Cnidaria	Hydrozoa	Narcomedusae	Solmarisidae	g_	s_
ASV_8149	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_8150	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_8151	no_hit	unknown	Polycystinea	Spumellaria	Actinommidae	g_	s_
ASV_8152	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	s_
ASV_8154	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_8155	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_8162	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_8163	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_8164	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Syndiniaceae	g_	s_
ASV_8165	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_8172	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	g_	s_
ASV_8174	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_8176	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_8178	no_hit	unknown	unknown	unknown	unknown	unknown	s_
ASV_8179	no_hit	Dinophyceae	Dinophyceae	Blastodiniales	unknown	Blastodinium	Blastodinium mangini
ASV_8180	no_hit	unknown	Polycystinea	Collodaria	Sphaerozoidae	g_	s_
ASV_8182	no_hit	unknown	Polycystinea	no_hit	no_hit	no_hit	s_
ASV_8184	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_8188	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_8189	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Akashiwo	Akashiwo sanguinea
ASV_8191	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
